Male,Female,Hispanic or Latino,White,Black or African American,Native Hawaiian or Pacific Islander,Asian,Native American or Alaska Native,Two or More Races,Model Output
0,1,0,1,0,0,0,0,0,47.899
0,1,0,1,0,0,0,0,0,48.123
0,1,0,1,0,0,0,0,0,48.81
0,1,0,0,1,0,0,0,0,75.181
1,0,1,0,0,0,0,0,0,79.208
0,1,0,1,0,0,0,0,0,39.44
0,1,0,0,1,0,0,0,0,52.612
0,1,1,0,0,0,0,0,0,61.785
1,0,0,0,1,0,0,0,0,58.062
1,0,0,1,0,0,0,0,0,77.131
0,1,0,0,1,0,0,0,0,40.529
0,1,0,1,0,0,0,0,0,20.827
0,1,0,1,0,0,0,0,0,41.859
1,0,0,1,0,0,0,0,0,39.496
1,0,0,1,0,0,0,0,0,33.544
0,1,0,1,0,0,0,0,0,40.315
1,0,0,0,0,0,0,1,0,66.991
0,1,0,1,0,0,0,0,0,40.307
0,1,1,0,0,0,0,0,0,89.934
1,0,1,0,0,0,0,0,0,54.916
1,0,1,0,0,0,0,0,0,72.942
1,0,0,1,0,0,0,0,0,94.57
1,0,0,1,0,0,0,0,0,59.655
1,0,1,0,0,0,0,0,0,51.491
0,1,0,0,1,0,0,0,0,57.917
1,0,1,0,0,0,0,0,0,85.697
0,1,1,0,0,0,0,0,0,67.467
1,0,0,0,0,0,0,0,1,60.813
0,1,0,0,0,0,0,0,1,23.896
1,0,1,0,0,0,0,0,0,58.606
1,0,0,1,0,0,0,0,0,9.634
1,0,1,0,0,0,0,0,0,79.631
1,0,0,1,0,0,0,0,0,54.063
1,0,1,0,0,0,0,0,0,51.361
0,1,0,1,0,0,0,0,0,88.482
1,0,0,0,1,0,0,0,0,36.894
0,1,0,0,1,0,0,0,0,30.228
1,0,0,1,0,0,0,0,0,33.54
0,1,1,0,0,0,0,0,0,52.777
1,0,0,0,0,0,1,0,0,62.3
0,1,0,0,1,0,0,0,0,17.286
0,1,0,0,1,0,0,0,0,30.203
1,0,0,1,0,0,0,0,0,26.069
0,1,0,1,0,0,0,0,0,49.784
1,0,0,0,1,0,0,0,0,52.226
0,1,0,1,0,0,0,0,0,49.253
0,1,1,0,0,0,0,0,0,81.918
0,1,0,0,1,0,0,0,0,10.199
0,1,0,1,0,0,0,0,0,45.114
0,1,0,0,0,0,1,0,0,46.949
0,1,0,0,1,0,0,0,0,68.311
0,1,0,1,0,0,0,0,0,27.343
0,1,0,0,1,0,0,0,0,59.892
1,0,0,0,1,0,0,0,0,44.902
0,1,0,1,0,0,0,0,0,52.892
1,0,0,1,0,0,0,0,0,82.383
0,1,0,1,0,0,0,0,0,74.976
1,0,0,1,0,0,0,0,0,22.811
0,1,0,1,0,0,0,0,0,47.995
1,0,0,0,1,0,0,0,0,83.517
1,0,1,0,0,0,0,0,0,59.728
0,1,0,1,0,0,0,0,0,30.312
0,1,0,1,0,0,0,0,0,44.106
1,0,0,0,1,0,0,0,0,52.67
0,1,0,0,0,0,0,0,1,83.73
0,1,0,0,0,1,0,0,0,79.621
1,0,0,1,0,0,0,0,0,32.15
0,1,1,0,0,0,0,0,0,38.56
1,0,1,0,0,0,0,0,0,29.451
1,0,0,0,1,0,0,0,0,96.746
0,1,0,1,0,0,0,0,0,63.811
0,1,0,0,1,0,0,0,0,36.664
1,0,0,0,0,0,0,0,1,36.378
0,1,0,0,1,0,0,0,0,75.387
1,0,1,0,0,0,0,0,0,62.865
0,1,0,1,0,0,0,0,0,71.996
0,1,1,0,0,0,0,0,0,67.362
0,1,0,1,0,0,0,0,0,44.117
1,0,1,0,0,0,0,0,0,59.915
0,1,0,1,0,0,0,0,0,33.975
0,1,0,1,0,0,0,0,0,37.862
0,1,0,1,0,0,0,0,0,70.449
0,1,1,0,0,0,0,0,0,45.909
1,0,0,1,0,0,0,0,0,12.285
0,1,1,0,0,0,0,0,0,78.666
0,1,0,0,0,1,0,0,0,72.516
1,0,0,1,0,0,0,0,0,76.208
1,0,1,0,0,0,0,0,0,25.053
1,0,0,1,0,0,0,0,0,48.315
1,0,0,0,1,0,0,0,0,36.637
1,0,0,0,1,0,0,0,0,55.258
0,1,0,1,0,0,0,0,0,14.787
0,1,0,0,1,0,0,0,0,62.399
1,0,1,0,0,0,0,0,0,60.394
1,0,0,0,0,0,0,0,1,41.367
0,1,1,0,0,0,0,0,0,39.67
1,0,1,0,0,0,0,0,0,28.487
0,1,0,1,0,0,0,0,0,59.999
1,0,0,1,0,0,0,0,0,37.912
0,1,0,1,0,0,0,0,0,31.988
1,0,1,0,0,0,0,0,0,76.381
0,1,1,0,0,0,0,0,0,3.154
0,1,0,1,0,0,0,0,0,11.695
0,1,0,1,0,0,0,0,0,49.616
1,0,0,1,0,0,0,0,0,47.636
1,0,0,0,0,0,0,0,1,49.121
0,1,0,1,0,0,0,0,0,42.124
1,0,1,0,0,0,0,0,0,66.395
1,0,0,1,0,0,0,0,0,38.747
1,0,0,1,0,0,0,0,0,41.116
1,0,1,0,0,0,0,0,0,21.884
0,1,1,0,0,0,0,0,0,17.379
0,1,0,1,0,0,0,0,0,65.874
0,1,0,0,1,0,0,0,0,30.761
1,0,0,0,1,0,0,0,0,58.582
1,0,0,1,0,0,0,0,0,56.498
0,1,0,0,1,0,0,0,0,49.387
1,0,1,0,0,0,0,0,0,68.149
1,0,0,0,1,0,0,0,0,55.249
1,0,1,0,0,0,0,0,0,69.95
0,1,0,0,1,0,0,0,0,66.125
1,0,0,0,1,0,0,0,0,37.249
1,0,1,0,0,0,0,0,0,75.032
0,1,0,1,0,0,0,0,0,56.167
0,1,0,1,0,0,0,0,0,39.65
0,1,1,0,0,0,0,0,0,46.711
0,1,1,0,0,0,0,0,0,41.852
1,0,0,1,0,0,0,0,0,16.484
1,0,0,1,0,0,0,0,0,56.474
0,1,0,0,0,0,1,0,0,78.468
0,1,0,1,0,0,0,0,0,51.958
0,1,1,0,0,0,0,0,0,16.901
0,1,1,0,0,0,0,0,0,29.631
0,1,0,1,0,0,0,0,0,28.795
1,0,1,0,0,0,0,0,0,62.626
0,1,0,0,1,0,0,0,0,71.399
1,0,0,0,1,0,0,0,0,51.911
0,1,0,1,0,0,0,0,0,33.054
1,0,0,0,0,1,0,0,0,65.543
0,1,0,1,0,0,0,0,0,63.629
1,0,0,0,0,0,1,0,0,63.069
1,0,0,1,0,0,0,0,0,49.256
0,1,1,0,0,0,0,0,0,64.301
0,1,0,0,1,0,0,0,0,51.558
0,1,1,0,0,0,0,0,0,84.323
0,1,0,1,0,0,0,0,0,26.828
0,1,0,0,0,0,1,0,0,28.722
0,1,0,0,1,0,0,0,0,32.853
0,1,1,0,0,0,0,0,0,38.503
0,1,0,1,0,0,0,0,0,49.383
1,0,1,0,0,0,0,0,0,57.973
0,1,0,0,0,0,1,0,0,66.839
0,1,0,1,0,0,0,0,0,62.119
0,1,1,0,0,0,0,0,0,15.673
0,1,0,1,0,0,0,0,0,21.355
1,0,1,0,0,0,0,0,0,70.3
1,0,1,0,0,0,0,0,0,39.294
1,0,0,1,0,0,0,0,0,40.929
1,0,0,0,1,0,0,0,0,93.857
1,0,1,0,0,0,0,0,0,61.687
0,1,0,1,0,0,0,0,0,71.587
0,1,0,1,0,0,0,0,0,44.861
1,0,0,0,0,0,0,0,1,27.409
0,1,1,0,0,0,0,0,0,3.945
0,1,1,0,0,0,0,0,0,18.576
0,1,1,0,0,0,0,0,0,71.624
1,0,0,1,0,0,0,0,0,47.527
0,1,0,0,0,0,0,0,1,67.984
1,0,1,0,0,0,0,0,0,53.827
0,1,0,1,0,0,0,0,0,53.606
1,0,0,0,1,0,0,0,0,41.408
1,0,0,0,0,1,0,0,0,43.795
0,1,0,0,1,0,0,0,0,24.285
1,0,1,0,0,0,0,0,0,85.349
0,1,0,1,0,0,0,0,0,69.858
1,0,1,0,0,0,0,0,0,79.0
1,0,1,0,0,0,0,0,0,40.805
1,0,1,0,0,0,0,0,0,81.059
1,0,1,0,0,0,0,0,0,68.209
1,0,0,0,1,0,0,0,0,91.16
1,0,0,1,0,0,0,0,0,8.274
0,1,0,0,0,0,1,0,0,41.244
0,1,0,1,0,0,0,0,0,30.284
0,1,0,0,1,0,0,0,0,64.719
1,0,0,0,1,0,0,0,0,51.751
0,1,0,1,0,0,0,0,0,54.923
0,1,0,1,0,0,0,0,0,26.972
0,1,0,1,0,0,0,0,0,37.547
0,1,0,1,0,0,0,0,0,37.357
0,1,1,0,0,0,0,0,0,7.686
1,0,0,1,0,0,0,0,0,35.166
1,0,0,1,0,0,0,0,0,29.819
1,0,0,1,0,0,0,0,0,36.453
1,0,1,0,0,0,0,0,0,57.943
1,0,1,0,0,0,0,0,0,27.292
0,1,1,0,0,0,0,0,0,41.903
1,0,1,0,0,0,0,0,0,60.309
1,0,0,0,1,0,0,0,0,29.423
0,1,1,0,0,0,0,0,0,36.279
1,0,0,0,1,0,0,0,0,48.734
0,1,0,1,0,0,0,0,0,23.683
0,1,0,0,1,0,0,0,0,33.135
1,0,0,0,0,0,0,1,0,37.441
0,1,1,0,0,0,0,0,0,66.044
0,1,0,0,1,0,0,0,0,48.315
0,1,0,0,1,0,0,0,0,43.012
0,1,1,0,0,0,0,0,0,43.403
0,1,0,0,0,1,0,0,0,34.425
1,0,0,0,0,0,0,0,1,40.494
1,0,0,0,1,0,0,0,0,43.244
1,0,0,1,0,0,0,0,0,43.731
1,0,1,0,0,0,0,0,0,43.94
1,0,0,0,1,0,0,0,0,66.481
0,1,0,1,0,0,0,0,0,80.475
0,1,0,0,0,0,0,1,0,32.375
0,1,0,1,0,0,0,0,0,44.64
0,1,0,1,0,0,0,0,0,80.173
1,0,1,0,0,0,0,0,0,51.035
1,0,1,0,0,0,0,0,0,36.328
1,0,0,1,0,0,0,0,0,46.345
0,1,1,0,0,0,0,0,0,38.233
1,0,1,0,0,0,0,0,0,57.573
0,1,1,0,0,0,0,0,0,18.118
0,1,0,1,0,0,0,0,0,82.485
0,1,0,0,0,1,0,0,0,47.824
0,1,0,1,0,0,0,0,0,88.576
1,0,0,1,0,0,0,0,0,36.288
1,0,0,0,1,0,0,0,0,11.81
0,1,0,1,0,0,0,0,0,52.618
0,1,0,1,0,0,0,0,0,2.831
1,0,1,0,0,0,0,0,0,46.904
1,0,0,1,0,0,0,0,0,44.833
0,1,1,0,0,0,0,0,0,37.7
1,0,0,1,0,0,0,0,0,60.338
0,1,1,0,0,0,0,0,0,24.31
1,0,0,0,0,1,0,0,0,69.802
1,0,0,1,0,0,0,0,0,65.059
0,1,0,1,0,0,0,0,0,72.28
0,1,0,1,0,0,0,0,0,17.336
1,0,0,0,0,0,0,1,0,51.42
0,1,0,1,0,0,0,0,0,36.97
0,1,0,1,0,0,0,0,0,40.433
1,0,0,1,0,0,0,0,0,40.289
0,1,1,0,0,0,0,0,0,67.114
0,1,0,1,0,0,0,0,0,60.593
1,0,0,1,0,0,0,0,0,19.955
1,0,0,1,0,0,0,0,0,22.435
1,0,0,1,0,0,0,0,0,0.144
0,1,0,0,1,0,0,0,0,24.098
0,1,1,0,0,0,0,0,0,48.903
1,0,0,0,0,0,0,0,1,74.83
1,0,1,0,0,0,0,0,0,79.418
1,0,1,0,0,0,0,0,0,95.688
0,1,1,0,0,0,0,0,0,67.168
1,0,0,0,1,0,0,0,0,49.027
0,1,0,1,0,0,0,0,0,27.846
0,1,0,1,0,0,0,0,0,47.797
1,0,1,0,0,0,0,0,0,64.168
0,1,0,1,0,0,0,0,0,47.172
1,0,0,0,1,0,0,0,0,25.985
0,1,0,1,0,0,0,0,0,38.515
1,0,0,1,0,0,0,0,0,38.818
1,0,1,0,0,0,0,0,0,41.847
0,1,0,1,0,0,0,0,0,39.428
1,0,0,1,0,0,0,0,0,28.107
1,0,0,0,0,0,0,0,1,60.92
0,1,0,1,0,0,0,0,0,29.373
0,1,0,1,0,0,0,0,0,44.045
1,0,1,0,0,0,0,0,0,52.034
1,0,0,1,0,0,0,0,0,63.959
0,1,0,1,0,0,0,0,0,22.549
0,1,0,0,1,0,0,0,0,39.319
1,0,1,0,0,0,0,0,0,64.149
1,0,1,0,0,0,0,0,0,69.813
0,1,0,1,0,0,0,0,0,60.892
1,0,1,0,0,0,0,0,0,57.609
1,0,0,1,0,0,0,0,0,93.182
0,1,0,1,0,0,0,0,0,40.704
1,0,1,0,0,0,0,0,0,52.963
0,1,0,0,1,0,0,0,0,69.965
0,1,0,0,1,0,0,0,0,38.948
1,0,0,0,1,0,0,0,0,39.603
1,0,0,0,1,0,0,0,0,46.358
0,1,1,0,0,0,0,0,0,44.329
0,1,1,0,0,0,0,0,0,18.6
1,0,1,0,0,0,0,0,0,62.227
1,0,1,0,0,0,0,0,0,61.806
1,0,0,0,1,0,0,0,0,52.459
1,0,0,0,0,1,0,0,0,65.436
1,0,0,0,1,0,0,0,0,89.813
1,0,0,0,1,0,0,0,0,70.412
0,1,1,0,0,0,0,0,0,54.09
0,1,1,0,0,0,0,0,0,44.683
0,1,0,1,0,0,0,0,0,42.362
0,1,0,1,0,0,0,0,0,31.665
0,1,0,0,0,0,0,0,1,44.886
1,0,0,1,0,0,0,0,0,22.247
1,0,0,1,0,0,0,0,0,33.583
1,0,0,1,0,0,0,0,0,37.248
0,1,0,0,1,0,0,0,0,61.274
1,0,0,1,0,0,0,0,0,66.591
1,0,1,0,0,0,0,0,0,37.803
1,0,1,0,0,0,0,0,0,65.355
1,0,0,1,0,0,0,0,0,71.699
0,1,0,1,0,0,0,0,0,22.512
1,0,1,0,0,0,0,0,0,64.644
1,0,0,0,0,1,0,0,0,68.319
0,1,0,1,0,0,0,0,0,41.923
0,1,1,0,0,0,0,0,0,43.134
0,1,0,1,0,0,0,0,0,64.037
1,0,1,0,0,0,0,0,0,11.508
1,0,0,1,0,0,0,0,0,54.485
1,0,0,1,0,0,0,0,0,46.344
0,1,0,0,0,0,1,0,0,48.287
1,0,0,1,0,0,0,0,0,42.049
0,1,0,1,0,0,0,0,0,44.262
0,1,0,0,1,0,0,0,0,34.461
1,0,0,1,0,0,0,0,0,61.199
0,1,0,1,0,0,0,0,0,52.049
1,0,0,0,1,0,0,0,0,38.938
0,1,0,1,0,0,0,0,0,58.168
1,0,0,1,0,0,0,0,0,61.681
0,1,1,0,0,0,0,0,0,87.665
0,1,0,1,0,0,0,0,0,61.664
0,1,1,0,0,0,0,0,0,25.896
1,0,1,0,0,0,0,0,0,85.744
1,0,1,0,0,0,0,0,0,34.458
1,0,0,0,1,0,0,0,0,49.998
1,0,0,1,0,0,0,0,0,29.375
0,1,0,1,0,0,0,0,0,39.137
1,0,1,0,0,0,0,0,0,77.069
0,1,0,1,0,0,0,0,0,41.87
1,0,1,0,0,0,0,0,0,42.243
0,1,0,0,1,0,0,0,0,71.379
1,0,1,0,0,0,0,0,0,26.488
1,0,1,0,0,0,0,0,0,52.191
1,0,1,0,0,0,0,0,0,29.391
0,1,0,1,0,0,0,0,0,58.813
1,0,0,0,0,0,1,0,0,29.14
1,0,1,0,0,0,0,0,0,44.504
1,0,0,0,1,0,0,0,0,35.512
0,1,1,0,0,0,0,0,0,48.114
1,0,0,1,0,0,0,0,0,69.832
0,1,0,1,0,0,0,0,0,21.369
1,0,0,1,0,0,0,0,0,37.359
